State,County,City,Street,Zipcode,Property_Type,Status,Price,Year_Built,Beds,Bath,Sqft,Lot Area,HOA Due,School_rating,WalkScore,Bike_Score,Garage_availability,Redfin_estimate
Ca,Sonoma-county,Santa rosa,1830 leafgreen dr,95405,Single family residential,Active,750000.0,1961,3.0,2.0,1425.0,7022.0,0.0,6,58,57.0,Yes,752455.0
Ca,Sonoma-county,Petaluma,214 jacquelyn ln,94952,Single family residential,Active,1425000.0,2010,4.0,2.5,3141.0,7148.0,0.0,8,32,13.0,Yes,1431730.0
Ca,Sonoma-county,Rohnert park,4579 harmony pl,94928,Single family residential,Active,700000.0,1986,3.0,2.0,1470.0,4500.0,0.0,6,30,64.0,Yes,701179.0
Ca,Sonoma-county,Petaluma,1619 northstar dr,94954,Single family residential,Active,700000.0,1986,3.0,2.5,1421.0,4400.0,69.0,7,52,47.0,Yes,700119.0
Ca,Sonoma-county,Santa rosa,336 pythian rd,95409,Single family residential,Active,995000.0,1978,3.0,2.0,2029.0,8281.0,113.0,7,11,33.0,Yes,0.0
Ca,Sonoma-county,Petaluma,433 garfield dr,94954,Single family residential,Active,795000.0,1969,4.0,2.0,1882.0,6242.0,0.0,7,27,52.0,Yes,798524.0
Ca,Sonoma-county,Healdsburg,2707 n fitch mountain rd,95448,Single family residential,Active,1349000.0,1930,3.0,3.0,1753.0,16117.199999999999,0.0,7,6,12.0,Yes,1352552.0
Ca,Sonoma-county,Santa rosa,59 fairlie dr,95403,Single family residential,Active,699000.0,1962,3.0,2.0,1187.0,10890.0,0.0,6,49,59.0,Yes,712922.0
Ca,Sonoma-county,Sebastopol,775 litchfield ave,95472,Single family residential,Active,879000.0,1999,3.0,2.5,1782.0,6098.0,0.0,7,80,50.0,Yes,885772.0
Ca,Sonoma-county,Rohnert park,7625 melody dr,94928,Single family residential,Active,719000.0,1989,3.0,2.5,1895.0,3999.0,0.0,5,64,59.0,Yes,0.0
Ca,Sonoma-county,Petaluma,1724 moclips dr,94954,Single family residential,Active,850000.0,1977,4.0,2.0,1768.0,6800.0,0.0,7,58,79.0,Yes,862004.0
Ca,Sonoma-county,Petaluma,701 regina ct,94954,Single family residential,Active,715000.0,1964,3.0,2.0,1740.0,7425.0,0.0,7,51,74.0,Yes,0.0
Ca,Sonoma-county,Windsor,6133 aaron ct,95492,Single family residential,Active,1299000.0,1989,4.0,2.0,2350.0,10019.0,0.0,6,30,36.0,Yes,1298734.0
Ca,Sonoma-county,Bodega bay,1840 whaleship rd,94923,Single family residential,Active,1499000.0,1970,4.0,2.0,2107.0,6752.0,0.0,3,13,5.0,No,0.0
Ca,Sonoma-county,Rohnert park,5732 davis cir,94928,Single family home,Active,789000.0,1975,3.0,2.5,1871.0,8085.0,0.0,6,20,35.0,Yes,790643.0
Ca,Sonoma-county,Petaluma,1838 ingram way,94954,Single family residential,Active,999999.0,2001,3.0,2.0,1745.0,5079.0,0.0,7,41,67.0,Yes,1002033.0
Ca,Sonoma-county,Santa rosa,2916 joyce st,95405,Single family residential,Active,849000.0,1970,3.0,2.5,1986.0,9592.0,0.0,8,38,47.0,Yes,856805.0
Ca,Sonoma-county,Santa rosa,2005 bristlecone ct,95403,Single family residential,Active,1689000.0,2020,5.0,3.0,3262.0,10812.0,75.0,6,5,7.0,Yes,1691193.0
Ca,Sonoma-county,Santa rosa,2004 blackjack way,95407,Single family residential,Active,874000.0,2022,4.0,2.5,2152.0,6164.0,0.0,3,27,38.0,Yes,874883.0
Ca,Sonoma-county,Santa rosa,1912 lyon ct,95403,Single family residential,Active,1249995.0,2021,4.0,3.0,2655.0,6970.0,75.0,6,6,5.0,Yes,1245539.0
Ca,Sonoma-county,Windsor,1433 birdie dr,95492,Single family residential,Active,899000.0,2000,4.0,2.5,2453.0,5201.0,0.0,6,36,52.0,Yes,904799.0
Ca,Sonoma-county,Santa rosa,2135 linwood ave,95404,Single family residential,Active,840000.0,2007,4.0,3.0,2566.0,3576.0,102.0,3,25,0.0,Yes,0.0
Ca,Sonoma-county,Rohnert park,849 santa dorotea cir,94928,Single family residential,Active,900000.0,1978,4.0,3.0,2438.0,7200.0,0.0,6,19,38.0,Yes,901610.0
Ca,Sonoma-county,Cloverdale,107 primrose ln,95425,Single family residential,Active,699000.0,2003,4.0,2.5,2116.0,6617.0,0.0,4,39,13.0,Yes,701801.0
Ca,Sonoma-county,Santa rosa,2271 melbrook way,95405,Single family residential,Active,699000.0,1976,3.0,2.0,1693.0,9135.0,0.0,3,61,62.0,Yes,703660.0
Ca,Sonoma-county,Healdsburg,556 matheson st,95448,Single family residential,Active,2892000.0,1918,3.0,2.5,2231.0,8899.0,0.0,7,70,65.0,Yes,0.0
Ca,Sonoma-county,Santa rosa,2135 grace dr,95404,Single family residential,Active,1188000.0,1952,3.0,2.0,2120.0,7560.0,0.0,6,65,60.0,Yes,1187754.0
Ca,Sonoma-county,Petaluma,609 prospect st,94952,Single family residential,Active,1325000.0,1961,4.0,2.5,2618.0,8451.0,0.0,7,90,44.0,Yes,1345580.0
Ca,Sonoma-county,Windsor,1024 del roble ln,95492,Single family residential,Active,699950.0,1961,3.0,2.0,1498.0,5044.0,0.0,6,61,52.0,Yes,714085.0
Ca,Sonoma-county,Petaluma,1104 gumwood ln,94954,Single family residential,Active,815000.0,1972,4.0,2.5,1972.0,8207.0,0.0,6,23,51.0,Yes,0.0
Ca,Sonoma-county,Santa rosa,1869 los olivos rd,95404,Single family residential,Active,1349000.0,1975,3.0,2.0,2390.0,14810.400000000001,0.0,7,5,13.0,Yes,1347831.0
Ca,Sonoma-county,Santa rosa,1561 lofty perch pl,95409,Single family residential,Active,999000.0,2001,4.0,2.0,2182.0,14810.400000000001,0.0,9,17,13.0,Yes,1005216.0
Ca,Sonoma-county,Santa rosa,206 arboleda dr,95401,Mobile/manufactured home,Active,450000.0,1972,3.0,2.0,1440.0,4199.0,82.0,5,28,0.0,No,443859.0
Ca,Sonoma-county,Guerneville,17896 santa rosa ave,95446,Single family residential,Active,775000.0,2007,2.0,2.0,1316.0,5201.0,0.0,4,7,4.0,Yes,0.0
Ca,Sonoma-county,Santa rosa,1956 yellow rose ln,95407,Single family residential,Active,669000.0,1999,3.0,2.5,1866.0,5380.0,0.0,3,41,45.0,Yes,671598.0
Ca,Sonoma-county,Rohnert park,2049 kingwood rd,94928,Single family residential,Active,720000.0,2019,3.0,2.5,1978.0,2762.0,86.0,6,16,39.0,Yes,0.0
Ca,Sonoma-county,Santa rosa,51 charro dr,95401,Mobile/manufactured home,Active,399000.0,1965,2.0,2.0,1040.0,4299.0,65.0,5,22,56.0,Yes,389505.0
Ca,Sonoma-county,Windsor,8425 old oak rd,95492,Single family residential,Active,749000.0,2000,3.0,2.5,1966.0,3920.0,0.0,6,45,61.0,Yes,754651.0
Ca,Sonoma-county,Rohnert park,6235 olympic pl,94928,Single family residential,Active,870415.0,2023,4.0,3.0,2080.0,4817.0,98.0,1,2,32.0,Yes,921534.0
Ca,Sonoma-county,Windsor,1012 del roble ln,95492,Single family residential,Active,879950.0,2023,3.0,3.0,2397.0,4944.0,0.0,6,33,45.0,Yes,895792.0
Ca,Sonoma-county,Windsor,712 rosemary clooney ct,95492,Single family residential,Active,628000.0,1996,2.0,2.0,1115.0,3101.0,0.0,6,74,70.0,Yes,0.0
Ca,Sonoma-county,Santa rosa,2111 bedford st,95404,Single family residential,Active,715000.0,1994,3.0,2.5,1652.0,5001.0,0.0,4,60,55.0,Yes,715298.0
Ca,Sonoma-county,Sonoma,540 fano ln,95476,Single family residential,Active,1700000.0,1986,3.0,2.0,1644.0,6974.0,0.0,5,64,72.0,Yes,1675373.0
Ca,Sonoma-county,Sonoma,1130 manor dr,95476,Single family residential,Active,1540000.0,1998,4.0,3.0,2554.0,8712.0,0.0,5,42,67.0,Yes,1555498.0
Ca,Sonoma-county,Santa rosa,1703 vallejo st,95404,Single family residential,Active,749000.0,1959,3.0,1.5,1447.0,9901.0,0.0,3,33,41.0,Yes,746217.0
Ca,Sonoma-county,Santa rosa,781 rockwell pl,95401,Condo,Active,299000.0,1972,2.0,1.5,900.0,1560.0,15.0,4,67,63.0,No,303284.0
Ca,Sonoma-county,Santa rosa,4916 kinsington ct,95405,Single family residential,Active,1050000.0,1971,4.0,2.0,1990.0,8250.0,0.0,6,7,25.0,Yes,1052547.0
Ca,Sonoma-county,Sebastopol,7960 soll ct,95472,Single family residential,Active,949000.0,2001,3.0,2.5,1853.0,3920.0,0.0,7,74,70.0,Yes,954736.0
Ca,Sonoma-county,Cloverdale,481 haehl st,95425,Single family residential,Active,599000.0,1958,3.0,2.0,1424.0,8551.0,0.0,4,53,41.0,No,598504.0
Ca,Sonoma-county,Santa rosa,2729 gallop dr,95407,Single family residential,Active,645000.0,1999,3.0,2.0,1343.0,5942.0,0.0,3,43,47.0,Yes,653643.0
Ca,Sonoma-county,Healdsburg,304 orchard st,95448,Single family residential,Active,749000.0,1977,2.0,2.0,1140.0,3999.0,159.0,7,19,49.0,Yes,0.0
Ca,Sonoma-county,Rohnert park,5305 kirby pl,94928,Single family residential,Active,849000.0,2017,4.0,3.0,2342.0,4992.0,110.0,6,27,47.0,Yes,849476.0
Ca,Sonoma-county,Santa rosa,1525 gloria dr,95407,Single family residential,Active,680000.0,1966,4.0,2.0,2252.0,7601.0,0.0,5,30,43.0,Yes,685162.0
Ca,Sonoma-county,Santa rosa,6716 fairfield dr,95409,Single family residential,Active,799000.0,1970,3.0,2.0,1870.0,6599.0,113.0,9,24,40.0,Yes,0.0
Ca,Sonoma-county,Santa rosa,1260 gordon crk,95401,Single family residential,Active,575000.0,2000,3.0,2.5,1282.0,4469.0,0.0,4,62,69.0,Yes,580037.0
Ca,Sonoma-county,Santa rosa,2296 brompton ave,95403,Single family residential,Active,849000.0,1993,4.0,3.0,2095.0,6138.0,0.0,5,27,38.0,Yes,791087.0
Ca,Sonoma-county,Healdsburg,310 greens dr,95448,Single family residential,Active,1695000.0,1988,3.0,2.0,1923.0,11325.6,0.0,7,62,58.0,Yes,0.0
Ca,Sonoma-county,Santa rosa,2401 citrine way,95404,Single family residential,Active,689000.0,2002,4.0,2.5,1698.0,3886.0,0.0,4,38,51.0,Yes,691553.0
Ca,Sonoma-county,Santa rosa,2200 old ranch pl,95405,Single family residential,Active,1150000.0,1991,4.0,3.0,2621.0,13503.6,0.0,8,25,18.0,Yes,1153262.0
Ca,Sonoma-county,Santa rosa,2564 red willow dr,95403,Single family residential,Active,925000.0,2019,4.0,3.0,2485.0,4840.0,63.0,5,41,42.0,Yes,923238.0
Ca,Sonoma-county,Rohnert park,5732 dexter cir,94928,Single family residential,Active,825000.0,1976,4.0,2.5,2269.0,9675.0,0.0,6,20,36.0,Yes,835998.0
Ca,Sonoma-county,Healdsburg,560 matheson st,95448,Single family residential,Active,1300000.0,1984,3.0,2.5,1866.0,4678.0,0.0,7,70,65.0,Yes,1300386.0
Ca,Sonoma-county,Santa rosa,2005 contra costa ave,95405,Single family residential,Active,735000.0,1974,3.0,2.0,1548.0,8076.0,0.0,8,45,51.0,Yes,744808.0
Ca,Sonoma-county,Sebastopol,7075 fellers ln,95472,Single family residential,Active,1135000.0,1995,4.0,3.0,2635.0,12632.4,0.0,7,76,37.0,Yes,0.0
Ca,Sonoma-county,Rohnert park,5133 kolton pl,94928,Single family residence,Active,769000.0,2019,3.0,2.5,2182.0,3299.0,86.0,6,22,51.0,Yes,770831.0
Ca,Sonoma-county,Santa rosa,3768 saint andrews dr,95403,Single family residential,Active,1830000.0,2020,4.0,3.0,2755.0,10781.0,75.0,5,3,10.0,Yes,1833122.0
Ca,Sonoma-county,Santa rosa,2623 canterbury dr,95405,Single family residential,Active,690000.0,1967,3.0,2.0,1470.0,6033.0,0.0,8,63,48.0,Yes,0.0
Ca,Sonoma-county,Petaluma,1620 andover way,94954,Single family residential,Active,1250000.0,1995,5.0,3.0,3079.0,8631.0,0.0,7,17,43.0,Yes,1257922.0
Ca,Sonoma-county,Windsor,202 pool creek ln,95492,Single family residential,Active,709950.0,2001,3.0,2.0,1498.0,5976.0,0.0,6,43,50.0,Yes,726559.0
Ca,Sonoma-county,Sonoma,853 1st st w,95476,Single family residential,Active,975000.0,1951,2.0,2.0,728.0,3803.0,0.0,5,85,78.0,Yes,976948.0
Ca,Sonoma-county,Sonoma,696 2nd st e,95476,Single family residential,Active,1495000.0,1936,3.0,2.0,1867.0,11325.6,0.0,5,78,66.0,Yes,1509397.0
Ca,Santa-clara-county,Santa clara,2887 kearney ave,95051,Single family home,Active,1100000.0,1958,3.0,1.5,1034.0,5777.0,0.0,8,45,66.0,Yes,1029137.0
Ca,Santa-clara-county,Sunnyvale,843 trenton dr,94087,Single family home,Active,2698000.0,1960,4.0,2.0,1819.0,9523.0,0.0,9,58,88.0,Yes,2701997.0
Ca,Santa-clara-county,Sunnyvale,553 waite ave,94085,Single family home,Active,1372000.0,1949,3.0,2.0,1393.0,6425.0,0.0,6,83,80.0,Yes,1375050.0
Ca,Santa-clara-county,San jose,4225 ross ave,95124,Single family home,Active,1798888.0,1963,5.0,3.0,1877.0,6109.0,0.0,8,74,53.0,Yes,1812749.0
Ca,Santa-clara-county,San jose,1641 hyacinth ln,95124,Single family home,Active,2198000.0,2021,4.0,3.0,1719.0,5969.0,0.0,8,45,43.0,Yes,2200590.0
Ca,Santa-clara-county,San jose,1458 lucena ct,95132,Single family home,Active,1368888.0,1966,4.0,2.0,1478.0,6912.0,0.0,8,35,53.0,Yes,1398986.0
Ca,Santa-clara-county,San jose,10940 prieta ct,95127,Single family home,Active,1399999.0,1978,3.0,2.5,2020.0,13503.6,0.0,5,10,4.0,Yes,1405608.0
Ca,Santa-clara-county,Palo alto,3722 carlson cir,94306,Single family home,Active,3288000.0,1952,4.0,3.0,2254.0,6280.0,0.0,9,54,95.0,Yes,0.0
Ca,Santa-clara-county,Cupertino,22079 san fernando ct,95014,Single family home,Active,2490000.0,1953,4.0,2.0,2054.0,12632.4,0.0,9,38,52.0,Yes,0.0
Ca,Santa-clara-county,Campbell,2210 central park dr,95008,Single family home,Active,2099950.0,1965,4.0,2.5,2400.0,9240.0,0.0,8,76,78.0,Yes,2126755.0
Ca,Santa-clara-county,Sunnyvale,675 manzanita ave,94085,Single family home,Active,1400000.0,1953,3.0,1.5,1092.0,5043.0,0.0,6,73,81.0,Yes,0.0
Ca,Santa-clara-county,San jose,4177 barrymore dr,95117,Single family home,Active,1400000.0,1954,4.0,2.5,2114.0,10244.0,0.0,7,69,75.0,Yes,1414771.0
Ca,Santa-clara-county,Santa clara,588 saratoga ave,95050,Single family home,Active,1499000.0,1947,3.0,2.0,1694.0,7200.0,0.0,7,63,82.0,No,1497500.0
Ca,Santa-clara-county,San jose,5802 cohasset way,95123,Single family home,Active,1585000.0,1966,5.0,2.5,2487.0,5138.0,0.0,6,65,60.0,Yes,1596830.0
Ca,Santa-clara-county,San jose,2382 stratford dr,95124,Single family home,Active,1200000.0,1959,4.0,2.0,1552.0,7414.0,0.0,8,65,70.0,Yes,1203370.0
Ca,Santa-clara-county,Palo alto,4212 darlington ct,94306,Single family home,Active,2798000.0,1951,4.0,2.0,1502.0,6052.0,0.0,9,64,95.0,Yes,2803390.0
Ca,Santa-clara-county,San jose,4890 tony ave,95124,Single family home,Active,1688000.0,1956,3.0,2.0,1601.0,6406.0,0.0,9,29,0.0,Yes,1686988.0
Ca,Santa-clara-county,Sunnyvale,544 fort laramie dr,94087,Single family home,Active,2998000.0,1965,5.0,3.0,2561.0,11325.6,0.0,8,48,77.0,Yes,0.0
Ca,Santa-clara-county,San jose,5158 sunny creek dr,95135,Single family home,Active,2088000.0,1985,4.0,3.0,2292.0,7540.0,0.0,9,7,52.0,Yes,2088023.0
Ca,Santa-clara-county,Mountain view,862 tulane ct,94040,Single family home,Active,2690000.0,1952,3.0,2.5,1962.0,5683.0,0.0,9,64,90.0,Yes,2679262.0
Ca,Santa-clara-county,San jose,5486 mary jo ct,95124,Single family home,Active,2485000.0,1959,3.0,2.0,1801.0,10882.0,0.0,9,46,54.0,Yes,2488702.0
Ca,Santa-clara-county,Milpitas,1250 elkwood dr,95035,Single family home,Active,1249999.0,1991,4.0,2.5,1867.0,3221.0,0.0,9,47,61.0,Yes,1252555.0
Ca,Santa-clara-county,San jose,494 nerdy ave,95111,Single family home,Active,925000.0,1958,3.0,2.0,1113.0,5014.0,0.0,3,60,70.0,Yes,960556.0
Ca,Santa-clara-county,Sunnyvale,1160 lily ave,94086,Single family home,Active,1698000.0,1955,3.0,2.0,1148.0,5406.0,0.0,8,50,69.0,No,1707837.0
Ca,Santa-clara-county,San jose,4136 camden ave,95124,Single family home,Active,1349995.0,1957,3.0,2.0,1750.0,7035.0,0.0,8,62,56.0,Yes,0.0
Ca,Santa-clara-county,San jose,2579 flory dr,95121,Single family residential,Active,999000.0,1979,4.0,2.0,1542.0,6508.0,0.0,5,40,46.0,Yes,1007342.0
Ca,Santa-clara-county,Milpitas,1275 edsel dr,95035,Single family home,Active,1098000.0,1966,4.0,2.0,1549.0,6853.0,0.0,8,76,71.0,Yes,1104455.0
Ca,Santa-clara-county,San jose,965 cheswick dr,95121,Single family home,Active,998888.0,1978,4.0,2.0,1594.0,6831.0,0.0,5,26,54.0,Yes,1005407.0
Ca,Santa-clara-county,Morgan hill,16805 san dimas ln,95037,Single family home,Active,1200000.0,2014,3.0,2.5,2187.0,4054.0,128.0,8,49,58.0,Yes,1205335.0
Ca,Santa-clara-county,San jose,1471 luning dr,95118,Single family home,Active,1749000.0,1968,4.0,2.5,1937.0,6255.0,0.0,8,70,60.0,Yes,1755007.0
Ca,Santa-clara-county,San jose,2030 cove ct,95148,Single family home,Active,1299000.0,1975,4.0,2.5,2078.0,6588.0,0.0,4,26,59.0,No,1347720.0
Ca,Santa-clara-county,San jose,2798 sand point ct,95148,Single family home,Active,1100000.0,1970,3.0,2.0,1472.0,6840.0,0.0,7,57,57.0,Yes,1099788.0
Ca,Santa-clara-county,San jose,148 menard dr,95138,Single family home,Active,1399000.0,1992,4.0,2.5,1693.0,4660.0,0.0,8,16,60.0,Yes,1405154.0
Ca,Santa-clara-county,Sunnyvale,536 hawthorn ave,94086,Single family home,Active,1998000.0,1967,3.0,2.0,1360.0,13503.6,0.0,7,68,90.0,No,2019117.0
Ca,Santa-clara-county,San jose,3125 brandywine dr,95121,Single family home,Active,1299999.0,1975,4.0,2.0,1757.0,7238.0,0.0,5,44,55.0,Yes,0.0
Ca,Santa-clara-county,Campbell,1331 el moro dr,95008,Single family home,Active,2545000.0,1955,4.0,3.0,2350.0,9811.0,0.0,8,65,58.0,Yes,2532908.0
Ca,Santa-clara-county,San jose,14297 buckner dr,95127,Single family home,Active,1288800.0,1953,3.0,2.0,1440.0,14810.400000000001,0.0,3,9,49.0,Yes,1300134.0
Ca,Santa-clara-county,San jose,196 s cragmont ave,95127,Single family home,Active,929900.0,1938,3.0,3.0,1143.0,7047.0,0.0,3,22,34.0,No,929240.0
Ca,Santa-clara-county,San jose,4733 jarvis ave,95118,Single family home,Active,1499950.0,1966,4.0,3.0,1949.0,7400.0,0.0,7,68,69.0,Yes,1517316.0
Ca,Santa-clara-county,Sunnyvale,807 cedar ave,94086,Single family home,Active,1395000.0,1944,3.0,1.5,1030.0,4960.0,0.0,7,57,80.0,No,1396200.0
Ca,Santa-clara-county,San jose,2035 veronica pl,95124,Single family home,Active,1875000.0,1959,4.0,3.0,2164.0,9271.0,0.0,9,76,70.0,Yes,1913977.0
Ca,Santa-clara-county,Los gatos,100 maria teresa ct,95032,Single family home,Active,2698000.0,1980,4.0,3.0,2325.0,10168.0,0.0,9,48,53.0,Yes,2696901.0
Ca,Santa-clara-county,San jose,1233 lockhaven way,95129,Single family home,Active,2298000.0,1965,3.0,2.0,1296.0,6125.0,0.0,9,37,57.0,Yes,2351525.0
Ca,Santa-clara-county,San jose,1404 via del los grande,95120,Single family home,Active,1899888.0,1973,4.0,2.0,1800.0,12632.4,0.0,8,16,17.0,Yes,1914311.0
Ca,Santa-clara-county,San jose,1519 amesbury way,95127,Single family home,Active,849950.0,1958,3.0,2.0,1134.0,5153.0,0.0,3,53,51.0,Yes,852318.0
Ca,Santa-clara-county,Cupertino,1624 poppy way,95014,Single family home,Active,2698000.0,1964,4.0,2.5,2169.0,6127.0,0.0,9,69,69.0,Yes,2706351.0
Ca,Santa-clara-county,Los gatos,240 garden hill dr,95032,Single family home,Active,1989000.0,1959,3.0,2.0,1150.0,9537.0,0.0,9,39,74.0,Yes,1985133.0
Ca,Santa-clara-county,San jose,1967 cabana dr,95125,Single family home,Active,2715000.0,1953,3.0,3.0,1985.0,10125.0,0.0,6,37,50.0,Yes,2730499.0
Ca,Santa-clara-county,San jose,971 shadow brook dr,95120,Single family home,Active,2150000.0,1969,4.0,2.5,2240.0,8015.0,58.0,8,50,63.0,Yes,2165646.0
Ca,Santa-clara-county,Milpitas,192 lawton dr,95035,Single family home,Active,1895000.0,1959,6.0,3.0,2484.0,6300.0,0.0,8,70,65.0,Yes,1908293.0
Ca,Santa-clara-county,Sunnyvale,920 chelan dr,94087,Single family home,Active,2488000.0,1955,3.0,2.0,1637.0,7930.0,0.0,9,42,58.0,Yes,2491938.0
Ca,Santa-clara-county,San jose,1693 messina dr,95132,Single family home,Active,1598000.0,1971,4.0,2.0,1383.0,6315.0,0.0,8,26,44.0,Yes,1588425.0
Ca,Santa-clara-county,Santa clara,423 dayton ave,95051,Single family home,Active,1788000.0,1958,3.0,1.5,1025.0,10335.0,0.0,9,56,64.0,Yes,1790353.0
Ca,Santa-clara-county,San jose,2091 flintcrest dr,95148,Single family home,Active,888888.0,1981,4.0,2.5,1774.0,6043.0,0.0,6,17,57.0,Yes,0.0
Ca,Santa-clara-county,Santa clara,2121 main st,95050,Triplex,Active,1228000.0,1962,3.0,2.5,1622.0,7020.0,0.0,7,61,64.0,No,1216884.0
Ca,Santa-clara-county,San jose,1887 bethany ave,95132,Single family home,Active,900000.0,1973,3.0,2.0,1320.0,6780.0,0.0,8,44,47.0,Yes,909383.0
Ca,Santa-clara-county,Los gatos,16140 azalea way,95032,Single family home,Active,2698000.0,1955,3.0,2.0,1697.0,8090.0,0.0,9,61,73.0,Yes,2719995.0
Ca,Santa-clara-county,San jose,852 tamarack ave,95128,Single family home,Active,1299000.0,1950,3.0,2.0,1784.0,6164.0,0.0,6,67,74.0,Yes,1333971.0
Ca,Santa-clara-county,Morgan hill,18310 shadowbrook way,95037,Duplex,Active,1400000.0,1977,4.0,2.5,2176.0,8452.0,0.0,8,24,43.0,Yes,1397546.0
Ca,Santa-clara-county,Palo alto,914 celia dr,94303,Single family home,Active,3298000.0,1954,4.0,2.0,2053.0,6291.0,0.0,9,52,92.0,No,0.0
Ca,Santa-clara-county,Sunnyvale,1156 w iowa ave,94086,Single family home,Active,2088000.0,1958,4.0,2.0,1258.0,5700.0,0.0,8,78,82.0,Yes,2097000.0
Ca,Santa-clara-county,Campbell,4016 sadie ct,95008,Single family home,Active,1698000.0,1971,4.0,2.5,2387.0,6953.0,0.0,8,22,49.0,Yes,1739585.0
Ca,Santa-clara-county,San jose,6068 sanford dr,95123,Single family home,Active,1249000.0,1968,4.0,2.0,1791.0,6030.0,0.0,7,48,29.0,Yes,1257368.0
Ca,Santa-clara-county,San jose,1832 wintersong ct,95131,Single family home,Active,1680000.0,1975,5.0,3.0,2533.0,9889.0,0.0,8,57,69.0,Yes,1680781.0
Ca,Santa-clara-county,San jose,783 pescadero dr,95123,Single family home,Active,1100000.0,1964,4.0,2.5,1893.0,6342.0,0.0,7,54,67.0,Yes,1101247.0
Ca,Santa-clara-county,San jose,897 coe ave,95125,Single family home,Active,1499000.0,1929,2.0,2.0,1176.0,4500.0,0.0,6,83,86.0,Yes,1498283.0
Ca,Santa-clara-county,Sunnyvale,702 lakebird dr,94089,Single family home,Active,1378000.0,1957,3.0,2.0,1468.0,5912.0,0.0,6,33,69.0,Yes,1378849.0
Ca,Santa-clara-county,San jose,174 coffeeberry dr,95123,Single family home,Active,1800000.0,1999,4.0,3.0,2470.0,4470.0,0.0,8,67,68.0,Yes,1810955.0
Ca,Santa-clara-county,San jose,20 clareview ave,95127,Single family home,Active,999999.0,1953,3.0,2.0,1315.0,8086.0,0.0,3,17,34.0,No,1066966.0
Ca,Santa-clara-county,San jose,1758 bel air ave,95126,Single family home,Active,1679000.0,1948,3.0,2.0,1792.0,7564.0,0.0,6,65,71.0,Yes,1679150.0
Ca,Santa-clara-county,San jose,1744 silverwood dr,95124,Single family residential,New,1725000.0,1958,3.0,2.5,1700.0,7000.0,0.0,9,66,54.0,Yes,1719337.0
Ca,Santa-clara-county,Palo alto,3171 loma verde pl,94303,Triplex,Active,2500000.0,1961,4.0,3.0,2166.0,6613.0,0.0,9,64,97.0,Yes,2499557.0
Ca,Santa-clara-county,San jose,1488 kimberly ct,95118,Single family home,Active,1750000.0,1961,4.0,3.0,1713.0,11325.6,0.0,7,38,56.0,Yes,1776666.0
Ca,Santa-clara-county,San jose,1526 parkmont dr,95131,Single family home,Active,1650000.0,1993,3.0,2.5,1509.0,4016.0,0.0,6,76,62.0,Yes,1711702.0
Ca,Santa-clara-county,Gilroy,370 ronan ave,95020,Single family home,Active,770000.0,1979,3.0,2.0,1269.0,4700.0,0.0,8,48,72.0,Yes,772075.0
Ca,Santa-clara-county,San jose,1561 shaw dr,95118,Single family home,Active,1498888.0,1961,4.0,2.5,1654.0,7004.0,0.0,7,46,53.0,Yes,1513153.0
Ca,Santa-clara-county,San jose,3196 knightswood way,95148,Single family home,Active,1500000.0,1976,4.0,2.5,1931.0,8366.0,0.0,9,30,42.0,Yes,0.0
Ca,Santa-clara-county,Sunnyvale,871 laburnum dr,94086,Single family home,Active,2298000.0,1966,4.0,2.5,2204.0,6400.0,0.0,8,75,84.0,Yes,2364369.0
Ca,Santa-clara-county,San jose,1795 foxworthy ave,95124,Single family home,Active,1795000.0,1956,6.0,2.5,2303.0,10471.0,0.0,9,75,66.0,Yes,1808008.0
Ca,Santa-clara-county,Palo alto,3583 lupine ave,94303,Single family home,Active,2550000.0,1956,3.0,2.0,1412.0,8486.0,0.0,9,48,93.0,Yes,2557558.0
Ca,Santa-clara-county,San jose,1923 willow st,95125,Single family home,Active,1969000.0,1952,4.0,2.5,2009.0,9960.0,0.0,6,55,76.0,Yes,1972204.0
Ca,Santa-clara-county,Campbell,206 sunnyside ave,95008,Single family home,Active,1850000.0,1999,4.0,2.5,1864.0,4510.0,0.0,7,84,78.0,Yes,1850530.0
Ca,Santa-clara-county,San jose,401 ann darling dr,95133,Single family home,Active,999000.0,1957,3.0,2.0,1081.0,6619.0,0.0,3,71,54.0,Yes,1004467.0
Ca,Santa-clara-county,Campbell,2482 twyla ct,95008,Single family home,Active,1550000.0,1971,3.0,2.0,1538.0,6088.0,0.0,8,17,47.0,Yes,1555115.0
Ca,Santa-clara-county,San jose,1476 portobelo dr,95118,Single family home,Active,1399999.0,1968,4.0,2.0,1937.0,6191.0,0.0,8,70,60.0,Yes,1417005.0
Ca,San-mateo-county,San mateo,706 folkstone ave,94402,Single family home,Active,1680000.0,1948,3.0,2.5,1760.0,4500.0,0.0,9,77,84.0,Yes,1713476.0
Ca,San-mateo-county,Pacifica,539 monterey,94044,Single family residential,New,1097000.0,1997,3.0,2.0,1590.0,3010.0,82.0,7,47,9.0,Yes,1115796.0
Ca,San-mateo-county,Menlo park,2043 santa cruz ave,94025,Single family home,Active,2690000.0,1962,4.0,2.0,1606.0,6780.0,0.0,8,49,81.0,Yes,2700180.0
Ca,San-mateo-county,Foster city,970 gull ave,94404,Single family home,Active,2800000.0,1966,4.0,3.0,2450.0,6324.0,0.0,8,44,64.0,Yes,2785385.0
