State,County,City,Street,Zipcode,Property_Type,Status,Price,Year_Built,Beds,Bath,Sqft,Lot Area,HOA Due,School_rating,WalkScore,Bike_Score,Garage_availability,Redfin_estimate
Ca,Contra-costa-county,El sobrante,475 colina way,94803,Single family residential,New,779900.0,2019,3.0,3.0,1981.0,2115.0,172.0,3,51,32.0,Yes,781518.0
Ca,Contra-costa-county,Concord,3889 village rd,94519,Single family residential,New,798000.0,1963,4.0,2.0,1736.0,6500.0,0.0,8,33,59.0,Yes,0.0
Ca,Contra-costa-county,Martinez,1537 silverwood dr,94553,Single family residential,Active,699000.0,1962,3.0,2.0,1537.0,8800.0,0.0,7,23,59.0,Yes,709793.0
Ca,Contra-costa-county,Concord,2124 dena dr,94519,Single family residential,New,738000.0,1953,3.0,2.0,1132.0,6120.0,29.0,4,51,58.0,Yes,749058.0
Ca,Contra-costa-county,Concord,5046 bonwell dr,94521-3038,Single family residential,New,648000.0,1957,3.0,2.0,1034.0,8300.0,0.0,6,51,53.0,Yes,661317.0
Ca,Contra-costa-county,Antioch,2329 mark twain dr,94531,Single family residential,New,585000.0,1993,3.0,2.0,1720.0,5800.0,0.0,4,59,38.0,Yes,585216.0
Ca,Contra-costa-county,Pinole,935 2nd ave,94564,Single family residential,New,715000.0,1954,3.0,2.0,2014.0,6250.0,0.0,4,69,30.0,Yes,716121.0
Ca,Contra-costa-county,Brentwood,4684 roosevelt dr,94513,Single family residential,Active,625000.0,1995,3.0,2.0,1211.0,5750.0,0.0,6,49,53.0,Yes,625900.0
Ca,Alameda-county,Pleasanton,849 madeira dr,94566,Single family residential,New,1648990.0,1975,3.0,2.0,2016.0,7521.0,0.0,9,43,44.0,Yes,1654105.0
Ca,Alameda-county,San leandro,2351 spinnaker ct,94579,Single family home,Active,1199000.0,2000,4.0,3.0,2552.0,4108.0,95.0,6,42,62.0,Yes,1240588.0
Ca,Alameda-county,Oakland,2315 bartlett st,94601,Single family residential,New,549000.0,1926,3.0,2.0,1312.0,4750.0,0.0,7,70,67.0,Yes,558364.0
Ca,Alameda-county,San lorenzo,17103 via flores,94580,Single family home,Active,899000.0,1947,3.0,2.0,1865.0,4998.0,13.0,7,68,58.0,Yes,927232.0
Ca,Alameda-county,Fremont,4916 cody ct,94538,Single family residential,New,1148000.0,1964,3.0,2.0,1204.0,6000.0,0.0,8,60,65.0,Yes,1151457.0
Ca,Alameda-county,Oakland,2533 62nd ave,94605,Single family residential,New,585500.0,1912,2.0,2.0,1243.0,4400.0,0.0,5,83,60.0,Yes,587226.0
Ca,Alameda-county,Oakland,546 glen view ave,94610,Single family residential,New,1395000.0,1923,4.0,2.5,2924.0,6000.0,0.0,7,98,79.0,Yes,1415168.0
Ca,Alameda-county,Oakland,20 ascot pl,94611,Single family residential,New,1675000.0,1961,3.0,2.0,2125.0,6294.0,0.0,7,29,17.0,Yes,0.0
Ca,Alameda-county,Castro valley,18866 lenross ct,94546,Single family residential,New,899000.0,1952,3.0,1.5,1169.0,5290.0,0.0,9,54,42.0,Yes,899949.0
Ca,Alameda-county,Castro valley,21682 shadyspring rd,94546,Single family residential,New,1349800.0,1976,4.0,2.5,2466.0,7077.0,0.0,3,53,35.0,Yes,1347947.0
Ca,Alameda-county,Fremont,360 blake ave,94536,Single family residential,New,1998888.0,1978,5.0,3.0,2353.0,5925.0,0.0,7,30,63.0,Yes,2003665.0
Ca,Alameda-county,San leandro,1500 plaza dr,94578,Single family residential,New,789000.0,1922,3.0,2.0,1763.0,4000.0,0.0,3,74,59.0,Yes,790405.0
Ca,Alameda-county,Pleasanton,4141 vinyard,94566-6712,Single family residential,New,888800.0,1920,2.0,2.0,756.0,7350.0,0.0,9,88,72.0,No,903608.0
Ca,Alameda-county,Livermore,130 prato way,94550,Single family residential,New,1475000.0,2002,4.0,3.0,2424.0,8250.0,0.0,8,14,65.0,Yes,1500129.0
Ca,Alameda-county,Castro valley,2576 la don ct,94546,Single family residential,New,869000.0,1954,3.0,1.5,1289.0,10576.0,0.0,9,71,40.0,Yes,0.0
Ca,Alameda-county,San leandro,1365 parker st,94577,Single family residential,New,798888.0,1946,3.0,2.0,1466.0,5830.0,0.0,6,70,27.0,Yes,803104.0
Ca,Alameda-county,Oakland,1328 83rd ave,94621,Multi-family (2-4 unit),New,699000.0,1925,6.0,3.0,2248.0,4169.0,0.0,6,77,62.0,No,711250.0
Ca,Alameda-county,Hayward,1160 d st,94541,Multi-family (2-4 unit),New,960000.0,1918,5.0,3.0,1228.0,11325.6,0.0,5,92,43.0,Yes,959937.0
Ca,Alameda-county,Hayward,1544 d st,94541,Multi-family (2-4 unit),New,1199000.0,1914,4.0,3.0,2021.0,7800.0,0.0,5,67,52.0,No,1199068.0
Ca,Alameda-county,Oakland,2215 88th ave,94605,Single family residential,New,758800.0,1937,5.0,3.0,1433.0,7353.0,0.0,3,71,63.0,Yes,761460.0
Ca,Alameda-county,Oakland,8117 greenly dr,94605,Single family residential,New,899000.0,1925,3.0,2.0,1445.0,12632.4,0.0,5,26,13.0,Yes,950368.0
Ca,Alameda-county,Fremont,4347 nagle way,94536,Single family home,Active,1298000.0,1958,3.0,2.0,1377.0,7725.0,25.0,7,56,43.0,Yes,0.0
Ca,Alameda-county,Newark,6352 montcalm ave,94560,Single family home,Active,1249000.0,1977,4.0,2.0,1729.0,7164.0,0.0,5,70,52.0,Yes,1248682.0
Ca,Alameda-county,Fremont,38548 goodrich way,94536,Single family residential,Active,1248888.0,1977,4.0,3.0,1520.0,11761.2,0.0,7,22,50.0,Yes,1261464.0
Ca,Alameda-county,Oakland,4760 tompkins ave,94619,Single family residential,New,825000.0,1956,4.0,2.0,2100.0,13068.0,0.0,7,51,47.0,Yes,840797.0
Ca,Alameda-county,Dublin,7212 emerald,94568,Single family residential,New,1199999.0,1973,4.0,2.0,1503.0,6940.0,0.0,8,69,76.0,Yes,1194576.0
Ca,Alameda-county,Pleasanton,3398 hadsell ct,94588,Single family residential,New,1599000.0,1993,5.0,2.5,1971.0,8123.0,0.0,9,41,62.0,Yes,1612103.0
Ca,Alameda-county,Fremont,5416 cleveland pl,94538,Single family residential,New,1495000.0,1967,5.0,3.0,1900.0,5740.0,0.0,8,78,55.0,Yes,1563970.0
Ca,Alameda-county,Livermore,1643 honeysuckle rd,94551,Single family residential,New,899000.0,1980,3.0,2.0,1222.0,7535.0,0.0,7,29,59.0,Yes,914034.0
Ca,Alameda-county,Oakland,1679 12th st,94607,Single family residential,New,995000.0,2023,3.0,2.5,1795.0,1935.0,0.0,7,82,95.0,Yes,1007440.0
Ca,Alameda-county,Union city,32731 fairmead st,94587,Single family residential,New,1749000.0,1985,4.0,3.0,2331.0,7100.0,0.0,7,27,45.0,Yes,1748346.0
Ca,Alameda-county,Oakland,Undisclosed address,94605,Single family residential,New-reo,599900.0,1921,2.0,2.0,1539.0,4480.0,0.0,3,83,61.0,Yes,604336.0
Ca,Alameda-county,Oakland,544 glen view ave,94610,Multi-family (2-4 unit),New,1395000.0,1923,4.0,2.5,2924.0,6000.0,0.0,7,98,79.0,Yes,1447146.0
Ca,Alameda-county,Oakland,1677 12th st,94607,Single family residential,New,899000.0,2023,3.0,2.5,1481.0,2063.0,0.0,7,82,95.0,Yes,884985.0
Ca,Alameda-county,Oakland,2701 park blvd,94606,Single family residential,New,879000.0,1922,3.0,2.0,1406.0,3300.0,0.0,7,81,51.0,Yes,892062.0
Ca,Alameda-county,Oakland,160 frisbie st,94611,Single family residential,New,1298000.0,1927,4.0,2.0,1647.0,3420.0,0.0,7,89,76.0,Yes,0.0
Ca,Alameda-county,Fremont,4725 balboa way,94536,Single family residential,New,988888.0,1953,3.0,1.5,1208.0,7069.0,0.0,7,69,55.0,Yes,989407.0
Ca,Alameda-county,Newark,8351 sandy cove way,94560,Single family residential,New,1838000.0,2018,4.0,3.0,2533.0,2633.0,150.0,5,26,36.0,Yes,1829587.0
Ca,Alameda-county,Hayward,19424 waverly ave,94541,Single family residential,New,880000.0,1952,3.0,2.0,1662.0,5000.0,0.0,4,58,56.0,Yes,880206.0
Ca,Alameda-county,Oakland,5941 colton blvd,94611,Single family residential,New,1325000.0,1965,3.0,2.5,2373.0,5200.0,0.0,8,56,35.0,Yes,1690929.0
Ca,Alameda-county,Oakland,6045 skyline blvd,94611,Single family residential,New,2149000.0,2003,4.0,2.5,3204.0,12632.4,0.0,8,7,24.0,Yes,2410612.0
Ca,Alameda-county,Pleasanton,464 ewing dr,94566,Single family residential,New,1200000.0,1966,4.0,2.5,2009.0,9638.0,0.0,9,57,40.0,Yes,1194667.0
Ca,Alameda-county,Union city,32824 oakdale ct,94587,Single family residential,New,1349000.0,1983,3.0,2.5,1901.0,4850.0,0.0,7,23,53.0,Yes,1355432.0
Ca,Alameda-county,Dublin,6762 sapphire st,94568,Single family residential,New,1379000.0,1987,4.0,3.0,1936.0,6000.0,0.0,8,19,63.0,Yes,1382419.0
Ca,Alameda-county,Pleasanton,985 riesling dr,94566,Single family residential,New,1829000.0,1968,4.0,2.0,2053.0,13503.6,0.0,9,50,50.0,Yes,1823123.0
Ca,Alameda-county,Hayward,2659 home ave,94542,Single family residential,New,1295000.0,1982,3.0,2.0,2685.0,14810.400000000001,0.0,6,35,26.0,Yes,1342054.0
Ca,Alameda-county,Oakland,4475 redding st,94619,Single family residential,New,699000.0,1930,2.0,2.0,990.0,3627.0,0.0,7,82,47.0,Yes,704487.0
Ca,Alameda-county,Fremont,4240 dali st,94536,Single family residential,New,1349000.0,1967,3.0,2.0,1232.0,7221.0,0.0,9,63,46.0,Yes,1394605.0
Ca,Alameda-county,Fremont,40448 blacow rd,94538,Single family residential,New,1200000.0,1960,4.0,2.0,1302.0,5811.0,0.0,6,61,51.0,Yes,1203975.0
Ca,Alameda-county,Alameda,2510 san jose ave,94501,Single family residential,New,895000.0,1910,2.0,2.0,1046.0,2607.0,0.0,9,92,80.0,No,967703.0
Ca,Alameda-county,Livermore,1610 el dorado ct,94550,Single family residential,New,949500.0,1960,4.0,2.0,1302.0,6300.0,0.0,7,68,73.0,Yes,976192.0
Ca,Alameda-county,Oakland,9003 b st,94603,Single family residential,New,499000.0,1945,2.0,2.0,880.0,4130.0,0.0,5,72,57.0,Yes,502998.0
Ca,Alameda-county,San leandro,1974 evergreen ave,94577,Single family residential,New,799999.0,1962,3.0,2.0,1495.0,4750.0,0.0,5,47,36.0,Yes,796992.0
Ca,Alameda-county,Oakland,2441 e 22nd st,94601,Multi-family (2-4 unit),New,868000.0,1910,5.0,2.5,2231.0,5250.0,0.0,7,79,64.0,Yes,865863.0
Ca,Alameda-county,Fremont,4901 sterling dr,94536,Single family residential,New,2369950.0,1953,4.0,3.0,2192.0,9600.0,21.0,7,34,41.0,Yes,0.0
Ca,Alameda-county,Livermore,3050 cabrillo ave,94550,Single family residential,New,1149000.0,1962,4.0,3.0,2024.0,6000.0,0.0,7,76,85.0,Yes,1145068.0
Ca,Alameda-county,Fremont,38318 canyon heights dr,94536,Single family residential,New,1099888.0,1957,3.0,2.5,1650.0,8160.0,0.0,7,19,23.0,Yes,1101346.0
Ca,Alameda-county,Hayward,641 minerva st,94544-5842,Single family residential,New,799950.0,1955,3.0,2.0,1135.0,5300.0,0.0,4,70,61.0,Yes,802227.0
Ca,Alameda-county,Newark,36071 cedar blvd,94560,Single family home,Active,1099000.0,1961,4.0,2.0,1360.0,6000.0,0.0,7,34,41.0,Yes,1100988.0
Ca,Alameda-county,Hayward,553 olympic ave,94544,Single family home,Active,1498000.0,2000,5.0,3.0,2321.0,3979.0,45.0,2,53,66.0,Yes,1492399.0
Ca,Alameda-county,Oakland,4800 webster,94609,Single family residential,New,1495000.0,1913,5.0,3.0,2775.0,4140.0,0.0,7,98,93.0,No,1686148.0
Ca,Alameda-county,Oakland,4080 kuhnle,94605,Single family residential,New,850000.0,1939,3.0,2.0,1235.0,6080.0,0.0,7,31,27.0,Yes,900515.0
Ca,Alameda-county,Oakland,5533 proctor ave,94618,Single family residential,Active,1199950.0,1950,3.0,2.5,1717.0,8120.0,0.0,7,38,31.0,Yes,1305329.0
Ca,Alameda-county,San leandro,1441 regent dr,94577,Single family home,Active,1388888.0,1968,3.0,3.0,2491.0,9025.0,0.0,6,54,20.0,Yes,1359681.0
Ca,Alameda-county,Newark,6195 marguerite dr,94560,Single family home,Active,1099000.0,1963,3.0,2.0,1315.0,7320.0,0.0,5,23,43.0,Yes,0.0
Ca,Alameda-county,Castro valley,19100 clement dr,94552,Single family residential,New,1170000.0,1985,4.0,2.0,1499.0,7800.0,70.0,9,13,2.0,Yes,1201468.0
Ca,Alameda-county,Hayward,28860 rochelle ave,94544,Single family home,Active,998000.0,1999,4.0,2.5,1866.0,5713.0,0.0,3,61,56.0,Yes,998771.0
Ca,Alameda-county,Newark,8145 juniper ave,94560,Single family home,Active,1150000.0,1961,3.0,2.0,1657.0,6405.0,0.0,5,43,39.0,Yes,1146715.0
Ca,Alameda-county,Fremont,40246 davis ct,94538,Single family home,Active,1100000.0,1959,3.0,2.0,1148.0,6420.0,0.0,6,67,55.0,Yes,1131577.0
Ca,Alameda-county,Oakland,6821 thornhill dr,94611,Single family residential,New,1049000.0,1979,3.0,2.0,1476.0,5334.0,0.0,8,15,9.0,Yes,1158036.0
Ca,Alameda-county,Oakland,3032 hyde st,94601,Single family residential,Price change,920000.0,1938,3.0,1.5,1940.0,4002.0,0.0,7,82,69.0,Yes,868956.0
Ca,Alameda-county,Berkeley,1405 harmon st,94702,Single family residential,New,1549888.0,1947,3.0,2.0,1304.0,3830.0,0.0,9,90,90.0,Yes,1623669.0
Ca,Alameda-county,Oakland,5832 nottingham dr,94611,Single family residential,New,1225000.0,1931,3.0,2.0,2267.0,6903.0,0.0,8,50,25.0,Yes,1464175.0
Ca,Alameda-county,Oakland,5832 marshall st,94608,Single family residential,New,1195000.0,1908,3.0,2.0,1740.0,3763.0,0.0,7,94,87.0,Yes,1248223.0
Ca,Alameda-county,Livermore,559 everglades ln,94551,Single family residential,New,1099000.0,1973,3.0,2.0,1773.0,9877.0,0.0,7,38,61.0,Yes,1099957.0
Ca,Alameda-county,Oakland,4545 tompkins ave,94619,Single family residential,New,1175000.0,1938,3.0,2.0,2556.0,6920.0,0.0,7,53,29.0,Yes,1243095.0
Ca,Alameda-county,Pleasanton,4903 middleton pl,94566,Single family residential,New,2050000.0,1997,4.0,2.0,2302.0,15681.599999999999,0.0,9,9,11.0,Yes,2057436.0
Ca,Alameda-county,Fremont,640 bogalusa ct,94539,Single family residential,New,2399000.0,1980,5.0,2.5,2836.0,6116.0,0.0,9,21,34.0,Yes,1451691.0
Ca,Alameda-county,San lorenzo,16032 via harriet,94580,Single family residential,New,814000.0,1956,4.0,2.0,1226.0,5704.0,13.0,7,40,52.0,Yes,813978.0
Ca,Alameda-county,Castro valley,20332 center st,94546,Single family residential,New,899900.0,1952,3.0,1.5,1141.0,5625.0,0.0,9,65,48.0,Yes,910204.0
Ca,Alameda-county,Oakland,2580 pleasant st,94602,Multi-family (2-4 unit),New,749000.0,1941,4.0,2.0,1836.0,4160.0,0.0,7,91,68.0,Yes,748990.0
Ca,Alameda-county,San leandro,128 euclid ave,94577,Single family residential,New,988000.0,1925,3.0,2.0,1227.0,4800.0,0.0,5,90,71.0,Yes,987247.0
Ca,Alameda-county,Livermore,976 desconsado ave,94550,Single family residential,New,1195000.0,1978,3.0,2.0,1753.0,9500.0,0.0,7,52,77.0,Yes,1211421.0
Ca,Alameda-county,Hayward,2020 hill ave,94541,Single family home,Active,1298888.0,1963,4.0,3.0,2444.0,13939.2,0.0,4,67,30.0,Yes,1307848.0
Ca,Alameda-county,Hayward,1575 172nd ave,94541,Single family residential,New,729000.0,1949,4.0,2.5,1400.0,4400.0,0.0,3,68,31.0,Yes,732612.0
Ca,Alameda-county,Castro valley,5022 beacon hill dr,94552,Single family residential,New,1950000.0,1970,4.0,2.5,3194.0,10880.0,0.0,9,43,25.0,Yes,1953566.0
Ca,Alameda-county,Pleasanton,1858 brooktree way,94566,Single family residential,New,1899000.0,1965,4.0,2.5,2047.0,10765.0,0.0,9,62,65.0,Yes,1907998.0
